"","name","MEblack","MEpink","MEturquoise","MEblue","MEyellow","MEgreen","MEred","MEgrey"
"1","TCGA-XM-A8RB",-0.0020738577978305,-0.0939945951183631,-0.110158575652947,0.103091836188383,0.013360256210477,-0.0484210443407207,-0.00507082609311027,-0.102157390963974
"2","TCGA-X7-A8M0",0.0459885238422848,0.0328967118788021,0.0476977100544674,-0.0845065412355298,-0.0350504206782951,0.132368986015659,0.0420139785062387,-0.0976755884575113
"3","TCGA-ZB-A96M",0.113501762512465,0.234807120596471,0.124864939455579,-0.0142794660373546,-0.0614900282386466,0.0706903437770637,-0.00844004044283297,-0.0880038879140803
"4","TCGA-4V-A9QT",-0.029808143862043,-0.134070346455291,-0.108024044210905,0.133467991483964,-0.0516828096215987,-0.102166203263957,-0.0772796398294246,-0.0925854010328433
"5","TCGA-XU-AAY1",-0.111188566310248,0.0590266591165246,0.0447648549253196,0.0866243595199992,-0.107771644588096,-0.094013065118517,-0.0675941486483991,-0.0951422422307492
"6","TCGA-X7-A8DB",-0.0642257432167419,-0.140108236421985,-0.135288816518587,0.124924577627259,0.0190021559465577,-0.0195279644879779,-0.0438671274488597,-0.106914338144825
"7","TCGA-XM-AAZ3",0.0910094602574667,-0.0703152310645168,0.123121820202165,-0.155051162357963,-0.0233775415348516,-0.0860803896974421,-0.0663445597657588,0.096410893441835
"8","TCGA-XU-AAXX",0.00325259718698503,-0.124908699039485,-0.106592147228026,0.0738110345966721,0.145358364584553,-0.0633459749376594,-0.0424486092085153,-0.09118696696428
"9","TCGA-XU-A936",0.0258007983744272,0.0153184451006177,-0.0698887447053581,-0.09498752499929,-0.0200560515044901,0.28870138044886,0.253597910595137,-0.085902783638207
"10","TCGA-XU-A930",0.0314338704494718,-0.0364386524184988,-0.0978533255952315,-0.032713218389031,0.162019265718574,0.125721097278659,0.00448519376753559,0.0748236323223366
"11","TCGA-4X-A9FB",-0.000242240279112496,-0.06273801346375,-0.0870875897869968,0.0759001523093273,0.0915091388883312,0.107602135926581,0.0434756693471402,0.0919424641277958
"12","TCGA-XU-AAXW",0.0356245020716057,0.0150370729950872,-0.0713806573987369,0.0562131171798907,0.0961119203709127,0.108876819688442,0.0447445996383932,-0.0895775397985141
"13","TCGA-3S-AAYX",-0.000147857330270079,-0.115113984246817,-0.113620045715968,0.121748931548302,-0.0294814564652638,-0.052123418495654,-0.0618891410030737,-0.103863712795883
"14","TCGA-3S-A8YW",-0.0144628954501212,-0.0415646834379378,-0.0596689810980978,-0.140233743520303,-0.0532437654621868,0.030861210129743,0.298289411749246,0.0653714517853169
"15","TCGA-ZB-A962",0.112424815321723,0.00512370906498499,0.112420634334302,-0.160737555371337,-0.101560121577772,-0.0114274838572208,-0.0139581048722189,0.0788409027838782
"16","TCGA-XM-A8R9",-0.000941361044220567,-0.00502734824628618,0.0135332431194518,-0.00121254704075497,-0.0461460263394445,0.151119283528436,0.0224908791117236,-0.0829373731707777
"17","TCGA-XM-A8RH",0.0386728238264196,-0.00296110336171338,0.040415256179263,0.0910220684571325,-0.101074588343092,-0.0721063062902269,-0.0626441424630843,-0.0961787305127621
"18","TCGA-ZL-A9V6",0.127181096249173,-0.00248358484817009,0.11021023069504,-0.136421234393985,-0.0300457297667888,0.112500727697483,0.0283041857792383,0.0905707340514342
"19","TCGA-X7-A8DE",0.0221492018460262,-0.0417275335250674,0.0291973681366709,0.0433322338156042,-0.0556786192520744,0.0212954963784696,-0.00938013818080342,-0.0961258534761789
"20","TCGA-4V-A9QN",-0.0222150015831311,-0.0863060202892053,-0.0989671897792381,-0.140683457914836,0.170813305701341,-0.127045501300051,0.0550584857204659,-0.107691525531149
"21","TCGA-ZB-A96F",0.0202219205961641,-0.0903268864990022,-0.0964786321544225,0.00537690546348724,0.209561469917246,-0.0463719331178436,-0.034981896194843,0.124666440220576
"22","TCGA-XU-A92V",0.103109801610747,0.110738878803855,0.120637315980315,-0.0390096072689147,-0.0610512553745907,0.0218007184137959,-0.0574991355488367,-0.101007226865641
"23","TCGA-YT-A95G",0.0608290526927396,-0.0346053457839069,-0.0764272369801657,0.0301832479781701,0.13595130621166,0.0470888045891046,-0.0183112342583826,-0.0911622271919693
"24","TCGA-ZB-A96E",0.0611312375203738,-0.0564048959781069,0.0671477507946353,-0.00980572795403085,-0.0442551143764139,0.000496401096799115,-0.0480011764736905,0.0918680368022221
"25","TCGA-X7-A8D6",0.0580593309998702,0.0345644240180745,0.039813699481468,0.0935429666909426,-0.0936988890431248,-0.0537288053535011,-0.059567455860006,-0.0888140851026007
"26","TCGA-XU-AAY0",-0.130610607408852,0.0944192371624508,0.0704232848668583,0.0607589645601106,-0.0993032466313063,-0.0142979609965132,-0.0665205131222591,-0.0962964540581045
"27","TCGA-X7-A8D9",0.0663068294721768,0.142521071464414,0.0843075431957981,0.00965985395692135,-0.0632748386915546,-0.0187851655593729,-0.034483933881235,-0.104953703888518
"28","TCGA-3G-AB0Q",0.0411625369217082,0.181741687070188,0.144168094079129,-0.10613322593929,-0.0556884469567649,-0.0912143531578572,-0.0662123006316491,0.0861301537449569
"29","TCGA-4V-A9QU",-0.0352338577653948,0.0667316845658732,0.0758698062522053,0.0677557070283838,-0.089731389114844,-0.100415862957602,-0.0758695307733157,-0.105192367661801
"30","TCGA-XM-A8RF",0.043726063744745,-0.0611581079099985,0.0984812407979879,-0.0822302646464593,-0.0498521902777026,0.0622129917648683,-0.0349809375137401,-0.0835734304988146
"31","TCGA-X7-A8M8",-0.0285622792314317,0.015997749907666,0.0339301338385946,0.0906605593972296,-0.0958298678607148,-0.0828243519485475,-0.0716599325169686,0.0966242923947788
"32","TCGA-XM-A8RI",0.0670540864604868,0.086671577784645,-0.0241639674548636,-0.0404233362422513,0.140965953481313,0.176566103110332,0.0843415233356314,0.0935492498633452
"33","TCGA-ZB-A96Q",0.123958232018964,0.182388430663799,0.110190258394922,0.0044566751035449,-0.0641010800386356,-0.0984482421678765,0.0158741188981831,0.0914764469597775
"34","TCGA-4V-A9QR",-0.0933158607795485,-0.0275711952176677,-0.0924802884231171,0.00132381063513825,0.17410888040085,0.10714156771492,0.000101318730101182,-0.0975601931558935
"35","TCGA-4V-A9QL",-0.00350452582690977,0.0612427396274418,0.0864623563996835,0.00427958571816475,-0.0540477141381157,-0.00565969460310007,-0.0438326199172285,-0.098426206354012
"36","TCGA-XU-A92X",-0.0904382824153561,-0.010889923608528,-0.0630515951190126,-0.00998474918563682,0.172979450164956,0.129549137601732,0.0224481377946329,0.0823020349291902
"37","TCGA-X7-A8D8",0.0882488263172496,0.134750095306498,0.13186917648821,-0.0328638929577401,-0.0486484613737677,-0.0269702934549894,-0.0434982939257138,0.0914818077411008
"38","TCGA-XM-A8R8",0.0402178797963808,0.132464750603129,-0.0448718219831214,-0.0533345442482005,-0.0642048041133109,0.327616216028362,0.245205247348311,-0.0869332768496236
"39","TCGA-X7-A8M5",-0.101432771651453,-0.0471530444145468,0.0481038098493235,-0.0848255685698662,-0.0463258532868287,0.122627940602699,0.00313482805635448,-0.0958875562995534
"40","TCGA-5U-AB0E",-0.13350956328072,-0.0799306320323751,-0.0939930299723807,0.00468229062575508,0.185346745904924,0.0322680391562742,0.00781342236296264,0.111032966028679
"41","TCGA-3G-AB0O",-0.0282143289170701,-0.0770482434144651,-0.117403229760395,0.115485636938741,0.0533988465889887,0.0441296465813432,-0.0253082466140254,0.09271742532702
"42","TCGA-ZB-A966",0.00490908083766171,-0.00755704876336645,-0.0907538683725964,-0.0984418775770734,-0.0831680723214401,0.0806946635735511,0.28053200885264,-0.0846663709459089
"43","TCGA-4X-A9FD",0.047039378405591,-0.0858057379134902,-0.0825334548991193,-0.00326521994335547,0.206617105024378,0.0075386178883266,-0.00236948391674547,-0.0931374761919204
"44","TCGA-X7-A8M3",0.0651528755924659,-0.0323626700324935,-0.0652315348083607,-0.156363926756503,0.212953155990133,-0.0574322747935957,0.0478876557756023,-0.104146611206025
"45","TCGA-ZB-A96V",0.0193187776945071,0.029162035963067,-0.0714522491491937,-0.094641048531215,-0.0754566356525575,0.130773372482894,0.312064552156587,0.0831820035169323
"46","TCGA-XU-AAXZ",-0.241930216023219,-0.055818586715945,-0.108617454311264,0.0307795557629515,-0.0314753091676475,0.0512202185362765,0.111722269315902,0.0812833707264857
"47","TCGA-ZB-A96P",0.0419637586051624,-0.1376319103414,-0.112785355920819,0.123787924643638,0.00128914754805941,-0.133506049752039,-0.07534880835561,0.100420875014989
"48","TCGA-YT-A95E",-0.071938849255777,-0.0150485684939391,0.0573801349406785,0.0696352866312706,-0.0878596511122746,-0.0978468079786705,-0.072970130458154,0.102806899397157
"49","TCGA-3G-AB19",0.0835332770293316,-0.0586446189776377,0.0657461157565056,-0.114650621864573,-0.0140832790479315,-0.023671231679336,-0.0464142619138785,-0.099555303524001
"50","TCGA-XU-A92Q",0.0404482683719857,0.020100436510639,0.14131964336312,-0.151102348756372,-0.0694960261855117,-0.059039058050677,-0.0455348068855237,0.0890012767483895
"51","TCGA-3G-AB0T",-0.159051755963944,-0.0885310536866228,-0.112294619305535,0.0699188136847565,0.121926706613259,0.0128963219891899,-0.023138088319007,0.0810395994902605
"52","TCGA-ZB-A969",0.122584166844162,0.0223847926413073,0.123130719733726,-0.172982043018319,-0.0142640522318235,-0.0467126282389734,0.0228265355400525,-0.0903438835296444
"53","TCGA-ZB-A963",0.0814572094026416,0.0588854112672515,0.0536059802056455,0.0119971288479301,-0.0444381773693971,0.0207345686768781,0.0523423343655433,0.0955116903519899
"54","TCGA-4V-A9QW",-0.175291141625416,-0.0286894305394766,0.037149949346505,0.0779788517616919,-0.0931405045056809,-0.0665148296140534,-0.0646037919166515,0.0875944469780846
"55","TCGA-4V-A9QM",0.0790114231943783,0.236656649559868,0.123144465303103,-0.00273477189464396,-0.0723870655940348,-0.032570533090429,-0.063792404338213,0.0833523880684801
"56","TCGA-5G-A9ZZ",0.0747457181768778,-0.0137241525632427,-0.0716569884592551,-0.112452557156099,0.00452303202128937,0.215309953459899,0.267031285864694,-0.0893646453374248
"57","TCGA-YT-A95F",0.122346664169203,0.224475988614151,0.124046862889734,0.0162788509063671,-0.0774126163893451,-0.0386733005048664,-0.0718627369522719,-0.0881975396469593
"58","TCGA-XU-AAXY",-0.1565586696977,-0.0766991043240568,-0.113210328578903,0.083409395927855,0.106453782019194,-0.0134104073341168,-0.02521489147396,0.0840038994654641
"59","TCGA-ZC-AAAA",0.0192344709849982,-0.0630627611750843,-0.0964911611128901,0.0385954949951915,0.135018476035382,0.00154861895344935,-0.0296598173542737,0.112061790036405
"60","TCGA-ZC-AAAF",-0.0552759541328496,-0.00349845053348414,0.0653715493836335,0.0605423509009079,-0.0931654063841879,-0.0662789625973758,-0.074647429623626,-0.0840818632889456
"61","TCGA-XM-AAZ1",-0.0471392624888703,-0.114887817873875,-0.107593397217955,0.0548390546703891,0.129234077456588,-0.041541038719649,-0.0352666314895363,0.0886482585437444
"62","TCGA-ZT-A8OM",-0.189994016919293,-0.032575213806642,0.0114291303168012,0.0608415338296443,-0.0899058887864316,-0.0407888305852393,-0.0167024184465065,-0.0975739224652901
"63","TCGA-ZB-A96A",-0.0891894550556033,-0.0671741072013888,0.0409824254348032,0.0526981043416517,-0.0785292184866328,-0.126038037394998,-0.0344785598213876,0.0979062448533943
"64","TCGA-XU-A92U",0.0389631092605098,0.159020382301985,0.0789778612281919,0.0661785872554216,-0.0928665673737144,-0.0139291310872289,-0.0540131121871827,0.0930122429995234
"65","TCGA-XM-A8RG",0.159362479691799,-0.0612928058643828,0.088297307873673,-0.165690750741183,-0.045687103274585,-0.0324990147428844,-0.0425977520085031,0.0928169396393211
"66","TCGA-XM-AAZ2",0.0843308782214556,0.0554987179761851,0.129902545185448,-0.108959578544143,-0.0247701677492746,-0.144229593868005,-0.063322664789386,0.0940633050420007
"67","TCGA-ZC-AAA7",-0.097388992966865,0.0607509206787278,-0.0486834035581355,-0.109872452660348,-0.0392045928489251,0.0446471138378563,0.364759190459819,0.00373709831364022
"68","TCGA-X7-A8M6",-0.188101183285216,-0.0458007530453856,-0.114546594898665,0.0913620280252062,0.0706150358193774,-0.0407002392200537,-0.00053384437092058,0.0829987589779303
"69","TCGA-YT-A95D",0.138217534355062,0.222111744961015,0.129410555997699,-0.119725124620002,-0.0617664090387663,0.0646202691768922,-0.0287068644655166,-0.0964460892896422
"70","TCGA-5V-A9RR",-0.124886203222983,0.0202929877659909,0.0924132183398047,-0.00838569366698378,-0.0517358552285336,-0.0605638589650452,-0.0654660376882342,0.0590710583698544
"71","TCGA-X7-A8DD",-0.160205984226617,-0.0276816199690007,0.0312337540869098,0.0837365130238268,-0.105038236001269,-0.00206784310924624,-0.0514898280941816,-0.0973926909781412
"72","TCGA-4V-A9QS",-0.00517231986559362,-0.0070023069065717,-0.0782258309921385,0.0492690653495388,0.136894316083398,0.0848561422322832,0.00821378712317009,-0.0875058935042143
"73","TCGA-3T-AA9L",-0.0899275499262355,-0.034863520129004,-0.064876140626632,0.10314569419603,-0.0221399340950688,-0.00904074379835973,-0.0158614278532443,-0.0822398306288955
"74","TCGA-X7-A8D7",0.0342941294001735,0.00558631018524156,-0.0754578532369208,0.0950257733838637,-0.00924042470161183,0.107847113531513,0.0461811480236552,-0.0936089707524876
"75","TCGA-XU-A92O",-0.027102553835434,-0.0764013116276318,0.0931353437983411,-0.0382558489519387,-0.0475364586464581,0.019157807380214,-0.0617944711906521,0.0877614981670638
"76","TCGA-ZB-A96H",0.113996569614131,0.0445165256146373,0.131056484287275,-0.174191143991339,-0.027540190823269,0.00688300994713707,0.02721474564146,0.100556532080942
"77","TCGA-5U-AB0F",-0.201073842343683,-0.0826888694501517,-0.00807655723819038,0.0481857059402507,-0.0499547746191741,-0.101441831014592,-0.0495379903988326,-0.0873294001343351
"78","TCGA-XU-AAXV",0.0407497221500857,-0.0769032408035699,-0.100818678468244,0.0423811992158956,0.156959631157346,-0.0321962773590845,-0.00306988266930764,-0.0874063066257424
"79","TCGA-XU-A92W",0.0245519274303585,-0.0880448431016428,-0.0711514465462565,0.0739102372402086,0.0585327107714249,-0.0759952450619244,-0.0426178901534298,0.100833353086646
"80","TCGA-ZB-A96I",0.0430946084687193,-0.0136384651654439,-0.066048350812646,-0.106674521898706,0.141280431281486,0.033033485951237,0.0149268959570281,-0.0980782117360063
"81","TCGA-4X-A9F9",-0.165714522573572,-0.0647930165672975,-0.106448988574585,0.095588040272125,0.0713872216587473,0.105050868298117,0.00527450406545168,-0.0990509595793217
"82","TCGA-4V-A9QI",-0.0645517629234062,-0.0909752697883839,-0.0991265041350799,0.0904918410037893,0.0704158235451687,-0.0274762328525176,-0.0168226375033383,0.100156919743851
"83","TCGA-ZB-A96G",-0.0860897089290456,-0.0818107643115634,-0.0145625506718965,0.0891576910200946,-0.0469710729302721,-0.0304927447704453,-0.0597452207834726,0.0885107465277427
"84","TCGA-X7-A8DJ",0.0458060410719947,0.0926408720828408,0.071234742128112,0.0602651750935906,-0.0942626019794086,-0.0403713924415896,-0.0685597457300992,0.0922050545889973
"85","TCGA-ZB-A96K",0.101561337469599,0.263487328074705,0.119891989267289,-0.000825129328485351,-0.0747936329338686,0.0536444817218872,-0.0457704358538565,0.0918462918426255
"86","TCGA-3Q-A9WF",-0.0501368266362522,-0.0234893455985867,-0.0806726627224086,0.0845304282465826,-0.00100900017295629,0.0391642028199924,0.0435052256573959,0.0941653122700872
"87","TCGA-XU-A92T",0.128750607311112,-0.0113778487340133,0.146063619107496,-0.190820244792454,-0.0551027803155488,-0.161378812662856,-0.0322686987265119,-0.0969921585109256
"88","TCGA-XU-A92Y",0.0265843765033618,-0.0798369271152898,-0.10367099009118,0.0304232441661446,0.122407838788748,-0.102691906398411,-0.0411574404065576,-0.0971404741749233
"89","TCGA-XU-A933",0.0885382411931362,0.00897649871534796,-0.042021767784529,-0.154526780292275,-0.0470795405890428,0.172896545501587,0.294927351741213,-0.100294730132527
"90","TCGA-4V-A9QX",-0.0253033170407303,-0.00745301058127345,0.0678526593104939,0.0742353201495255,-0.100550987678546,-0.138509847960017,-0.0779177191528215,-0.0897465554842216
"91","TCGA-ZB-A964",0.153728159518488,-0.00903714921966628,0.156103758136766,-0.204688045809076,-0.0569365007381602,-0.166652593419073,-0.0328918996803921,0.0913003813740567
"92","TCGA-X7-A8M4",-0.0197362556062522,0.103798275435243,0.0658550876546534,0.0826230826525447,-0.106589184186926,-0.0953329137483918,-0.0750685765283489,0.0927625514318468
"93","TCGA-ZC-AAAH",-0.162964993526741,-0.0443983739323827,-0.108369552048478,0.0930593257537524,0.0878921901532331,-0.00542546775301121,0.0170493858702739,0.0943871842303895
"94","TCGA-YT-A95H",0.00268710740953379,0.02447471018138,0.0682332164658242,0.0836950416189318,-0.0990190759347243,-0.0637465480789622,-0.0778472022386561,0.0927768582633421
"95","TCGA-XU-A932",-0.0869271985795151,-0.130881555801905,-0.115007660024099,0.067966761435079,0.0657997727570696,0.0328008375061524,-0.0303813273743398,0.0861782555201041
"96","TCGA-X7-A8M7",-0.181238116900019,-0.117422913229073,-0.124959664625973,0.0894261458723584,0.108923317619629,-0.0794310038395311,-0.0162244630792351,0.102293818774603
"97","TCGA-4V-A9QJ",-0.0390836772717413,0.00162446085921771,-0.0507925182610593,0.0419693009282294,0.0163444972840657,0.105155885164215,0.038963443661999,0.0730825630949804
"98","TCGA-XU-A931",0.0852491928259437,-0.068019376679619,-0.0724395007263306,-0.127818996559404,0.187240758210126,0.00117128997591852,0.00652124600096859,-0.0943444017198598
"99","TCGA-ZB-A965",0.131864928406477,-0.0253551830058996,0.148126545446978,-0.181356996258656,-0.0526828065109719,-0.130397622798791,-0.0460887454327086,-0.0950178328839961
"100","TCGA-ZB-A96B",-0.0305952454303036,0.0443131932431311,0.0418482254105282,0.0798808131324528,-0.0912347897385064,-0.0800872719507283,-0.0580460950273685,0.0911183694426708
"101","TCGA-XM-A8RD",0.00689497719357105,-0.12422401326765,-0.0985206072470138,0.0472630125395412,0.14453088100322,0.19410185369072,-0.0189611859779128,-0.0906990535103911
"102","TCGA-4X-A9FA",-0.00660944093808844,0.0920810818381411,0.122456430249325,-0.0901895784323762,-0.0472800017930612,0.0759164741033744,-0.0637890017866519,0.0818713103009754
"103","TCGA-ZB-A96D",0.0776890161440361,0.127091004100217,0.0908025368595295,0.0364037711760499,-0.0779392753619059,-0.0119411409603796,-0.0473612453773156,-0.0924377739116163
"104","TCGA-ZB-A96C",0.141552585325175,0.255554548868705,0.151078534981434,-0.113195610366841,-0.0590068265733453,-0.142950175464313,-0.0650069088552718,-0.0898231356099652
"105","TCGA-XH-A853",0.0194620114782495,0.0760345065189969,0.0741326031357169,0.0626864687330456,-0.0904422552562969,-0.128810220137714,-0.0716378255300802,0.0959461808616208
"106","TCGA-ZB-A96R",-0.0603514492765483,-0.0711539806047242,-0.116870261709878,0.0952161847710196,0.087841676602737,0.0123766518983522,0.00734685166172933,0.0639098264308398
"107","TCGA-XU-A92Z",0.12511509590716,0.109252612417565,0.0122857090719102,-0.147444575939914,0.00263346897129142,0.0627745194517269,0.100123100774272,0.103569733913408
"108","TCGA-XM-A8RE",-0.0328558445615895,0.0087940207899475,0.0170420709401699,0.0961286611159586,-0.094863935051535,-0.0474026776051284,-0.0434450745550898,-0.0971926839640948
"109","TCGA-X7-A8DG",-0.0659007078003601,-0.0616803807202528,-0.098711215016357,0.0838597102215317,0.103783045814137,0.0941177502218533,-0.00576447145841526,0.0882490953642965
"110","TCGA-4X-A9FC",0.00627846289706088,0.0191857534949611,0.0564123464193077,0.0745386605487369,-0.0835500799312227,-0.111783143024856,-0.0716872913565163,-0.104063912120256
"111","TCGA-XM-A8RC",0.0480470886043505,0.0420634852282284,-0.0617478919137871,0.0311204462838487,0.0738399962520337,0.0712306246076677,0.0118087081720393,0.0946739382327855
"112","TCGA-ZB-A96O",-0.0971819566730114,-0.0967845360047933,-0.124800404753415,0.116615317126664,0.0689686131104163,-0.00528160406386631,-0.0374672821742117,-0.077590053218746
"113","TCGA-ZB-A96L",0.145875189701881,-0.0417478658663678,0.103726956639269,-0.101580885394034,-0.0596643237502541,-0.0986525880887818,0.0095597088080002,-0.101572167800339
"114","TCGA-5U-AB0D",-0.207075888064353,0.0211482014569577,-0.0689713342270887,-0.0947179615548537,-0.0533869281115682,0.0650529912090519,0.263692516914261,-0.0877603167750831
"115","TCGA-XM-A8RL",-0.00854696982778581,-0.124547439515822,-0.124262934097164,0.137880006576108,-0.0473021622147823,0.0221384133301349,-0.036770653387664,0.0963115338487575
"116","TCGA-ZB-A961",0.0357648831838889,-0.0950059754476267,-0.071591548640907,-0.0619197632187375,0.175211009713587,0.0215996731521118,-0.0336083569555833,0.0947279150343196
"117","TCGA-X7-A8M1",0.0893989974091348,0.152464698716632,0.122942139104729,-0.0209126410026372,-0.051402445357483,0.00828830388634871,-0.0509041458899215,0.0890349782548728
